text,toxic
"bati com o cotovelo na porta e estou a chorar baba e ranho, que dores do caralho",0
"vo no circo hj 
espero q valha a pena pq pqp 
tá mais caro q o celular q quero",1
"eu nem ia sair ontem, mas eu saí e no final tomei no cú",1
"@user bom 
eu sou todos 
pqp 
sla sabe 
bipolaridade",0
@user caraio q soninho gostoso,0
"vamo brasil, caralho, 2 pts",0
"gnt n tá indo as perguntas do meu cc aqui, que caralho",0
@user você é uma filha da puta,1
"rt @user tô precisando compra roupaaaa, as q eu tenho n ta dando em mim direito 😤",0
rt @user putinha me cavalgando https://t.co/idgwvvstv4,1
"@user @user @user @user aí minha filha e qual que é sua fonte então que a maioria não passa?
inferno do caralho vai defender exploração sexual longe

SAI DA BOLHAAAAAAAAAAA

https://t.co/lgiDrtP3ZQ https://t.co/92ZrQoICNR",1
"rt @user essa rola merece uma boa mamada?
**sem filtro** https://t.co/a722mah4kw",1
"@user porra, fiquei 10 minutos no trânsito kkkkkk",1
"@user Eu fico tão orgulhosa de vc, sabe? Eu vi seu amadurecimento, vc sempre foi um destaque para mim, vc sempre foi tão vc mesma, lutou muito e agora está lutando com a transição que eu sei que não é algo fácil. Eu tenho orgulho de vc",0
rappi por favor me da créditos,0
"@user @user amigo, não tem como ;-; tá insuportável isso tudo",0
q satisfatório pqp,0
"e começamos agosto

o oitavo mês do ano

o mês que não acaba

o mês mais sofrido

o mês do infinito

sabe o que isso significa????

nada!!!!

pq vc é FODA, vai contornar esse mês sem nenhum problema e no final ainda vai falar

já acabou agosto???",0
@user @user @user cara lançou na tua frente,0
rt @user hj vai ser fodido,1
@user é um sinal pra vc parar de ouvir música de anime,0
"rt @user que casal hetero fazendo filminho o que
isso sim que eh fofo demais porra https://t.co/huetyygwtq",0
rt @user uma das coisas mais lindas q eu já vi https://t.co/bu80tid7du,0
"eu sou mt idiota, triste dms por isso",0
@user hyungwon nego (pqp você é maravilhoso a),0
"@user @user @user Qdo passei um m锚s na R煤ssia ano passado, tive de instalar o Viber para me comunicar com os anfitri玫es do Airbnb (7 no total). S贸 2 tinham WhatsApp e ningu茅m usava Telegram. Mas parece que os ""jornalistas"" da Isto 脡 tem prefer锚ncia pelo zapzap mesmo, todas as suas fontes est茫o l谩",0
apaguei o tweet pra corrigir e agora perdi o filho da puta que raiva que raiva que raiva,1
"eu queria pedir pra vcs NÃO POSTAREM SPOILER DE DESCENDENTES não é todo mundo que viu, essa porra acabou de estrear e aqui no br só semana que vem então eu conto com a empatia de vocês de não postarem spoiler beijos",1
rt @user tempo tá ridículo,1
"rt @user @user @user no lixo está o pinguço preso...
feiosa",1
"a pessoa pensando na morte faz 3 dias e se sentindo mal com isso

irmão eu tô pensando nisso faz uns 12 anos. eu tenho 19 hoje em dia.",0
@user @user @user Um indivíduo que não tem o respeito do próprio filho vai da lição de moral em quem? https://t.co/HF6fwJRTK6,0
meu namorado é lindo e joga mt vsf perfeição,1
@user ngm mandou n olhar por onde anda,0
"@user acho otimo!
bandido tem mais que se foder!",1
alice tava grudada comigo que o tio dela chamou pra ir embora ela ficou puta.🥰,0
"amgs né kk ahan, toma é no cu tdo🌎",1
eu tenho raiva de gente biscoiteira puta que pariu,1
"rt @user @user cadê o dinheiro , vc é caloteiro fdp",1
minha tá puta hoje pela amor de deus,1
"A advogada Fl谩via Ferronato foi chamada de puta pelo presidente nacional da OAB, Felipe Santa Cruz!
* Isso pode n茫o 茅 feministas, m铆dia raivosa e OAB? Todos caladinhos! #STFVergonhaNacional https://t.co/0ZrP3wCyoL",1
Eu aprendi a mexer no lightroom futricando mesmo e vendo o que achava melhor pra cada foto na minha opinião. Mas se vc não tem lá muita paciência vejam essa thread. Tá maravilhosaaaaa https://t.co/uzLh4tq2SP,0
aí meu dinheiro,0
@user foste ao shopping fazer o que feia?,1
@user falta muito pouco pro #1 garota,0
chuva chata do caralho,1
"rt @user @user ai vi tua irmã ontem mas eu tava mt louca na hora, ela tá muito linda puta merda",0
tem um ferro gigante do aparelho cutucando minha bochecha e não consigo cortar essa porra,0
cheguei em meu pais,0
"rt @user ""ignora que gama"" 
ata, se depender de mim a gente não se fala nunca mais eu em frescura atoa do caralho",1
tbm quero ser sua putinha @user 🙋❤️😍🌈,1
"@user Se for pra resgatar animais feridos e depois levá-los de volta à natureza ok mas agora colocar eles em espaços minúsculos, sozinhos, tendo q entreter pessoas, isso é ridículo",0
"Agora eu tenho que ter vergonha na cara, de algo que muitas pessoas gostam de fazer? Agora só por que eu tranzo, e gosto de tranzar, eu não sou uma moça direita! Ataaaa",1
amanhã é dia de vestir meu manto ir pra casa do mozao e ver mais uma vez o corinthians ganhando da porra do time deles,1
"@user @user blz, eu acredito no meu time, acredito no meu t茅cnico, eu cr铆tico eles mas n茫o 茅 por causa de uma derrota q vou fazer uma manifesta莽茫o contra o time, eu apoio nos momentos bons e ruins e apoio meu time em 2017, na s茅rie B, eu apoiei",0
"rt @user ando bué rude e fria, porque não tenho paciência para escrever nada https://t.co/k2hwj4kujk",0
"Como pegar depressão?

Tem um cara no meu emprego que já está afastado fazem 6 meses por depressão, eu também qu… — Tem q enfiar um pau de 25cm no cu  por 5h seguidas babaca https://t.co/bYOeHZQU4f",1
"olha esse lançamento mano pqp 

https://t.co/yepljh2iwe",1
como existe gente idiota na vida tnc,0
meu neguinho!!,0
@user pouco feio,1
almoçando feliz ontem comendo meu pote de salada e miojo e a DESGRACADA teve a audácia de olhar na minha cara e dizer “hj vc tem q comer só salada mesmo p compensar a pizza q vc comeu ontem pq vc tá gorda” OLHA SINCERAMENTE,1
"🔥@user metendo fundo no rabo de cu apertado. Puto não aguentou o pauzão grosso até o talo na cama😈💯🔥
___
📸https://t.co/SAte7IXczn
🔰@user
🔰@user
🔰@user
🔰@user
🔰@user
🔰@user
🔰@user
🔰@user
🔰@user https://t.co/gF7OxYEbqa",1
"puta que pariu, chega de alagação",1
vcs acham q eles pedem pra trabalhar sem parar? q gostam de chegar ao nível extremo de exaustão e até ficar doentes e machucados? acham q eles gostam dessa superexposição? que eles pedem por isso? porra vai tomar no cu velho,1
"rt @user eu sou literalmente a amiga feia do grupinho, esse peso eu carrego com clareza",1
rt @user e o lucas q ficou abismado de não ter área de telefone no sítio? ahahsjsjs pqp carioca mora em outra mundo msm,1
@user @user de um regular humorista... à 🤔?ninguém!,0
kkkkkkk q maluco babaca mermao,1
@user que puto parásito nos a clavado ramos.,0
"@user mais é um filha da puta mesmo! como de pode ""refletir"" sobre o crime cometido? canalha!",1
kdndkskkd caralho vou explodir de amor,1
"ja passou um ano??  ahh foi tão rápido, tão rápido como eu me apaixonei por vocês, amor a primeira vista, amor por essas princesinhas que roubaram meu coração! Eu amo vocês demais e quero passar mais 1000 anos com vocês, minhas vidas! 🌿💕💨~ ^__^ 

           [#1YearWithNATURE] https://t.co/oJU6sjEPbb",0
"a mãe n sabe conversa cara, ela só sabe gritar vsf",0
"@user @user Santo André era série B na época.

Assim como o Paulista de Jundiaí também era da série B quando passou a biluga no seu time na final um ano depois.

A diferença é que o Santo André já disputou a série A. O Paulista, nunca.",1
@user fiquei feliz pelo meu filho. primeira vez em oito anos de idade q ele vê o time nas quartas da libertadores.,0
"eu tinha brincado que queria ficar doente pra emagrecer, bem feito idiota. agora tá insuportável o que estou sentindo",0
@user tu vende celular é faz essa pergunta idiota kkkk,1
"me fizeram um elogio maravilhoso hoje que é digno de ser compartilhado ""teu jeito é igual ao da rosa do brooklin 99""",0
sto linda pra caralho,1
vagabundo morde a cara qnd vê nós na maior paz,1
tandara vc eh foda caralho #voleinaglobo,0
tbm tenho,0
"porra, beijei coisarada ontem",1
@user é isso que dá ficar lendo esse grupo chernobyl! o surto vem e fica berrando desse jeito. espero que seja medicada.,1
"cara, ele vai a praia e junta todo o lixo da praia por se preocupar com as tartarugas, fala sério, ele é um ser humano foda. ♥️",0
"@user Grande comentarista. Lembro dele comentado futebol na TV Bandeirantes,  na época do programa de Luciano do Vale, Elia Júnior, Elis Marinho, Cléo Brandão.... Na época,  era o domingo inteiro de Esportes na TV Band.

Descanse em paz, Juarez. Vá com Deus.",0
"a pessoa planta limão e na hora de colher quer colher morango ? Vai colher limão e chupar sem fazer cara feia. Tudo nessa vida tem consequências, se vai ser boa ou ruim só depende do que você fez!",1
"mas eu quero dale tanto nessa festinha que rapaz, vou sair de lá arrastada",0
"puta merda show do metallica em semana de prova (muito provavelmente) 
eu quero é que se foda",1
"Eu guardei meus cadernos desde a 6° série, cheios de figurinhas e conteúdos importantíssimos, ai na minha mudança em janeiro meu tio jogos todos eles no lixo, inclusive o mais importante que era do meu último ano do ensino médio ,  quando lembro disso eu só choro",0
perdi 14 de pdl porque o client da riot eh um lixo amooohh,1
inferno mercado central hj porra so gente lerda andando vei,1
@user porquê é muito bom!!!!!!! guardian é tudo para mim puta merdaaaa,1
espetáculo de caralho,1
"https://t.co/VTS380C9cQ Gozou com o pau enfiado no cuzinho.

#SindicatoDosDivulgadores
@user
@user
@user 
@user
@user 
@user 
@user 
@user
@user
@user
@user

Apoio: @user https://t.co/x20evFNXrn",1
eu ai me agarrava nessa infeliz e descia unhada e tapa nela vsf fã coreana nao tem um pingo de simancol,1
"queria ser menos idiota , e trouxa",1
@user kkkkkkkk foda-se esquerdalha maldita,1
rt @user só pq denunciaram o outro 🥵 https://t.co/rzwnnqndm8,0
"@user caralho, preciso comprar um!! nunca vi aqui  na bahia 🤔",1
"@user kkkkkkkk credo que delicia, to com saudades vaca",1
atenção ⚠️⚠️⚠️ a partir de agora ⏱⏱⏱ você está PROIBIDA 🚫🚫🚫 de torce para um time europeu 🇪🇺🇪🇺🇪🇺 PARE ✋🏻✋🏻✋🏻 porque o lipe disse 🗣🗣🗣 que é vergonha 😡😡😡 https://t.co/vg5Um1CvyQ,0
"@user Acabei de ouvir nos pingos nos is que a Policia Federal cumpriu mandados para prisão se hackers em São Paulo,  Araraquara e Ribeirão Preto! Estou começando a me sentir novamente esperançosa! A PTzada não vai ficar impune!",1
@user a lava jato estava chegando perto demais....,0
"Casa limpinha, janta feita, já mandei as roupas pra lavanderia, tudo perfeito pra eu poder assistir série e dormir até a hora do Je chegar 😂🙏🏽",0
rt @user a carol ficou sexy demais nessa cena pqp a buceta fez um ploc tão alto que todo o cinema escutou https://t.co/70jdx5lben,1
"rede é a oitava maravilha do mundo, pqp, eu sou muito agradecido de ter nascido no nordeste pqp aaaaaah",0
"@user vc conhece esse manoo? a gnt tem que vir pra ca juntas um dia pqp bila, ce ia amar",0
"Parem de transar porque eu quero dormir
Tá me incomodando esse barulho aí
Quando for minha vez vocês vão reclamar
E vai ser difícil vocês me aturar

E tá interessante, mas nem quero ouvir
Só de não ser eu, não dá pra imaginar
Acabei de chegar do baile funk ali
Tô mais puto ainda",1
"Foi no sufoco mas o importante é que ganhamos!
Lorenne jogou demais cara!
Estamos em Tóquio 2020 caralho!!!
Brasil x República Dominicana
#VoleiNaGlobo",0
@user recolha-se a sua insignificância seu nada!! https://t.co/hyzmlyn9ku,1
@user vtnc eduarda,1
todos temos medos e limitações... só não podemos deixar que eles impeçam a nossa luta diária.,0
"@user se algu茅m falasse que me explicaria por 1000 conto, eu pagava, pq pqp ne",0
"Concordo, tem muitos torcedores que não se recordam dos últimos 15 anos, tivemos péssimos elencos e pouquíssimos títulos! Temos um ótimo elenco, disputando título todo ano e tem nego que reclama VTNC!!!!",0
"nossa, fico imaginando a tandara me dando um tapa na bunda",1
"fansites podres de rico pagando pra colocar fancam em anúncio no Youtube, esse é o tipo de anúncio q eu nunca pulo kkkk https://t.co/snM9FwkbdU",0
"pq isso me faz me sentir ridículo, um idiota. e isso não é verdade.",0
vou até fazer pipoca,0
"@user @user Cara, vá tomar no seu cu, ser desprezível, irracional, ameba, filho de uma puta covarde que se esconde com fake, lixo! Que porra isso tem haver com política! Esse merda que faz isso com uma criança deveria ser empalado em praça pública!",1
"amava a juliet em grimm at茅 metade da 4 temporada, vai pra pqp quem gostar dela dps do que ela fez n茫o 茅 normal",0
queria só ficar em casa uma semana inteira mas porra tá difícil,1
@user bom dia lindo,0
@user liga pra samu liga pra samu ela transou com 3 deu hemorragia no cu,1
"Como isso pode acontecer cara o cara não  tem amor pela própria  filha, enquanto uns só queriam ter um filho ou querias seus filhos de volta esse filha da puta faz isso com uma criança, tem que morrer na cadeia, a criança  inocente cara da um odiooooo tão  grande...",1
"#VoleiNoSportTV Esporte vibrante da porra. É adrenalina o tempo todo.
Vibração, emoção, disputa, garra e o melhor é que é um esporte que consagra a todos, até quem perde, porque é sempre jogão. Raro ver um jogo de vôlei que não envolve muita raça de ambos os lados.",1
to vendo q vou chorar nesse show kisaco kkkkkkk mds ferrugem + meu lov = poxa eu vou ser a pessoa mais feliz e realizada kaksmsksj,0
"quem gosta de fortnite e ninja 
ta rolando live em eua dele.
https://t.co/rqvjnldv77
@user @user",0
"sco pa tu manaa é o caralho mermão
ou tu escolta ou tu mama porra",1
pega caralho,1
@user @user @user eu quero que rafael tome no cu,1
"uma flor não se preocupa em competir com as flores do lado, ela apenas floresce 🌹 https://t.co/gumqfdxemj",0
"rt @user devem tá se contorcendo de ódio

paulinha na fab https://t.co/rvmw1kawb3",0
@user e um nojo essa mulherzinha..🤢,1
"@user 脡 Pod at茅 ser, mais a posi莽茫o dele, exige muito, e a idade tb n茫o colabora, s贸 da pra saber se foi uma boa depois q ele mostrar em campo, igual Ronaldo e Roberto fez",0
puta q pariu essa mulher me fode o psicológico,1
rt @user uma dupla de zagas dessa bicho: https://t.co/gg821pkrui,0
"se ta 2 ta calma, se ta 3 tá fudido!",1
perdi o jogo porra,0
"rt @user #le茫o n茫o sou do tipo que corre atr谩s de algu茅m. mas, se eu correr, 茅 porque a pessoa significa muito pra mim.",0
"menos de 20 min de filme e já estou puto nmrl, q mlk idiotaa",1
"rt @user quando eu vejo algum twett da nick dizendo que é feia,sendo que ela é gata pra caralho porra https://t.co/gufqzpdxko",1
o fogo no cu da leticia me surpreende cada dia mais kkkkkkkkk,1
conversando com meu amigo gringo tm,0
rt @user realmente deus fez o homem sem pensar direito,0
muito gay pqp,1
"sou a pessoa que quando gosta de alguém quer fazer absolutamente td com essa pessoa, e isso às vezes é uma merda",0
eu odeio gente mau educada que nao pede licença se foder não saio do meio mesmo,1
@user @user frente ampla,0
"@user jornalista investigativo 😂😂😂😂😂😂
sério que parece post se humor",0
"abril/2020 cwb e metallica me aguardam nem q eu tenha q vender um rim, aliás parabéns james hetfield tu eh pica irmão",0
"Minhas roupas estão largas, oq fz parecer que eu ainda sou gorda como eu era antes e eu odeio isso, tenho que comprar roupas menores (e justas pq tenho estrutura óssea larga) só que tenho medo de comprar, doar as velhas  e engordar dnv e ter que comprar roupa DNV+",0
to feio gordo e triste,0
"Da próxima faço algo em casa SEM a @user , ELA VOMITOU NO BANHEIRO DA MINHA MÃE MANO, e tá sem água a 4 dias nessa porra de cidade! Ah detalhe, sem A BRUNA OU SEM ÁLCOOL",1
#globonews infelizmente é a única opção que trata de política. pena que seja tão parcial.,0
"@user 💔

ue

acho q o sentimento seria ""poxa, logo no ar, podia ta botando em mim 💔""",0
que pt feio q eu dei viu,0
"mano, o Bucky já passou por tanta coisa ta todo transtornado da cabeça e o fpd do Steve ainda deixa ele e o pior foi que o Bucky em cv disse q não valia isso tudo pro Steve então em end game ele teve certeza, enfia o ""até o fim no cu"" Rogers https://t.co/AGMwcYcwXP",1
sem animo pra nd de vdd tô parecendo uma mulher das cavernas toda feia pqp,0
Eu estou com uma roupa bue podre por estar a fazer limpezas e fui pôr o lixo e quem é que eu encontro? Quem não devia me encontrar assim vestida ahhhh 🙄,0
que burro da zero pra ele eu fiz um escândalo sem saber que a season finale era dupla ou seja eu não assisti a segunda parte,1
caralho a marjorie que treina com rodrigo é sensacional.,0
"to nervosa,muito nervosa pqp",1
"@user nossa eu te dou meu bem gostoso pra você  ,que pica gostosa",1
"rt @user @user 1-o hacker n茫o era russo?
2-ent茫o se existe 鈥渉acker鈥� as mensagens eram verdadeiras?",0
@user ah toma no cu kkkkkkkkkkk,1
"[3/8 12:51] xingling❤: primo lindo?
[3/8 12:51] xingling❤: me da um pato?
boa tarde",0
@user haha q coisa ridícula,1
@user at茅 patroc铆nio quer ganhar da #cervejaperfeita,0
"rt @user ainda bem q foi ela que comprou e ta usando, povo se incomoda dms com a vida dos outros eu em moss https://t.co/sy6855hulw",0
responda esse tweet com sua foto favorita da gabriela e com as #mpn #melim #ouvidizer,0
"rt @user só queria dizer....
#mtvhottest bruno mars",0
"Continuação do tweet de ontem. 

Além de burro e mal carater, é punheteiro(nada contra). 

toma vergonha rapá, ngm quer saber dos seus fetiches não",1
@user esse tipo de cara literalmente sente ódio pelas mulheres. masculinidade frágil do caralho,1
não podemos admitir!justiça absolve homem por estupro porque vítima estava bêbada no rs - 02/08/2019 - uol universa https://t.co/kacyurtcbw,1
"ah, meu nordeste... carne de sol na nata com feijão verde, aipim e pirão de leite 😍
#natal #elasporelas https://t.co/uridi1m4zy",0
"rt @user sexo é íntimo e sagrado, seu corpo é um templo e vc não deve compartilha-lo com quem não gosta de lana del rey https://t.c…",0
"que obra perfeita, meu pai😔💜",0
olha q fdp linda,1
@user um mau carater reconhece o outro.,1
"que dor de ouvido mano, pqp",1
rt @user meu pai puto que minha mãe me fez pintar minhas mechinha: https://t.co/t2ts7vibzl,0
rt @user yoongi é muito gostoso mesmo né? pqp que homem cheio de talentos 😏 https://t.co/yibfih0eok,1
vai toma no cu twitter tive q fazer outro,0
"@user a cada boto mais f茅 nesse ministro. 
parab茅ns ministro. sou professor mas tamb茅m n茫o valorizo esse tal paulo freire n茫o.",0
"Se ele está falando do nosso @user ele está falando de todos aqueles que ainda continuam FIRMES E FORTES ao seu lado e de seus MINISTROS!
#CHAMOU1CHAMOUTODOS",0
"rt @user vai com tudo @user olha a nova conta, pessoal.",0
puta merda brasil,1
jogador vai fuder fuder fuder seu xerecão 🎵😈🤸🏼‍♀️,1
"@user - NITERÓI - SÁB.10.AGO - 16H ÀS 23H

Presença de HENRI SCOTT, ator Meninos Online, Flava Works e Hot Boys.

Informações pelo WHATSAPP: https://t.co/1BZN7evxON

INSTAGRAM: https://t.co/xB7KZo89ZS) https://t.co/OjDTUJxOsb https://t.co/rzM7RDSk5c",0
"to com tanta saudade do leo pqp, já fizeram 6 meses q vi ele",0
"caraio, tá mt frio",0
"@user Temos q mudar a CF/88! 
Ministro só pode ser investigado por decisão do próprio STF,
Impeachment só acontece por votação do STF.
Tem q ser por maioria das 2 casas legislativas. O STF não pode autorizar investigação, até investigar e depois julgar, ou seja, porcos julga porcos 🐷?",1
rt @user ontem eu n tirei uma foto descente com a carou q ódio viado kkkk,1
"@user eu sei mo
mas hyeongjun eh muito feio",1
rt @user nunca mais eu escrevi nada :/,0
impressionante como eu consigo me estressar por tudo e nada ao mesmo tempo,0
"@user #STFVergonhaNacional 
@user é... estou a meses falando de DITADURA da TOGA! Não vou me surpreender, se o STF, decidir ""CAÇAR e/ou PRENDER"" todos aqueles que ousar fica contra as vossas decisões SUPREMAS. 
Realmente estou preocupado!
#NasRuasContraSTF",0
e ainda quebrei a porra da agulha,1
lomotif vicia só pra quem é feio,1
@user por que o glenn tá de peruca?,0
as vezes eu me pergunto como eu ainda tenho amigos https://t.co/jxsbhmvlpq,0
li um texto agora que porra foi um tapa sem mão,1
rt @user o erro do jovem é imaginar coisas que nunca vão acontecer...,0
"negativo!
viado fica!",1
"meu deus q incrível o macaco tava dando banho nele

ah n eu quero um chimpanzé",0
""" ficamos felizes que elas terminaram juntas"" porra a Laura confirmando o meu endgame. Sub entendido é o Caralho... foi endgame sim !! https://t.co/j4VLwvwLCa",1
"Ai ganharam, nunca critiquei 😂 nem xinguei durante o jogo 💅🏻 falando sério agora, parabéns pras meninas, jogaram bem, mas tem que melhorar MUITO! E parabéns pras meninas da República Dominicana, que jogaram pra caralho também 👏🏻👏🏻👏🏻",0
rt @user evy ta fazendo o almoçooo 😋,0
"odeio que mintam pra mim, pqp",1
rt @user @user istoélixo,0
@user meu deus manoela q porra é essa de curso??????,0
mto brabo pqp,1
pq to desanimada demais pqp,1
olha o canalha comunista.... https://t.co/luxar4nm84,1
"rt @user baile e o caralho, acordar com um sorriso desses não tem preço 🥰",1
"tomava surra de um pai nojento e via a mãe levar tb, teve um psicológico fodido até ano passado e superou, passa por uma pressão gigante, vem calando a boca de mt gnt por estar fazendo um campeonato impecável, é brincalhão, torna as corridas e entrevistas inigualáveis + https://t.co/VRFazH2RJ5",0
"O Presidente @user indicou ao cargo de Ministro da Educação @user Este falou que o ministério foi ocupada por um Trapizomba: Pessoa mal arrumada, mal vestida, ""que não sabe das coisas, um imbecil"".
Quem será está pessoa ?
#BolsonaroRaiz
#BolsonaroTemRazao",1
"Eu acho legal de observar, apesar de ser triste, essa leva de sertanejo lançando EP e álbum completo de inéditas a cada 60 dias em show ao vivo. Se vocês prestarem atenção existe um puta trampo de corno por trás que é o da edição tentando disfarçar o fato de ngm saber as letras!",1
@user @user vai tu chupa rola,1
vou fazer isso com meu mô kkkkkkkkkkkkkk,0
mmkkkkkkkkk olha a bunda dessa mulher gente,1
@user não se ele tiver encomendado o serviço. follow the money,0
eu amo um homem,0
hj eu vi q n existe animal mais burro do q eu NAO EXUSTE tava eu comendo o resto de maionese na panela cm o celular encostado na minha perna e na PORRA DA PABELA eu pensei hm n vai cai n so tao azarada assim kk https://t.co/WGVIjcxu8K,0
rt @user vc é mt meu bb    mas porra   tu me tira do sério,1
"ainda no 7° passo, relembrem a maneira RIDÍCULA com que abordaram ele, sem medo de parecer idiota, só vai. isso faz ele rir e ficar boiolinha também https://t.co/7NIDpZeTSP",1
"@user o caraí, a mulher deve ser feia msm hein,vou acabar acreditando assim akakakakaka",1
Lovatic se iludindo achando que a Demi tava fazendo algo do comeback ontem quando eu só foquei naquele maldito casaco que ela usa até pra ir na esquina o que significa que provavelmente não era nada demais,0
dá pra ser mais burro que esse governo do @user com @user @user e cia? num dá.,1
pqp eu amo o rodolpho,1
@user vtnc,1
"o tanto que eu amo essa criança, mds, ela me tem por inteiro, um nenê que eu ganhei na vida  !!! minha neguinha https://t.co/ljliyvjmmd",0
chuva fdp tremendo sábado 😤,0
"rt @user vôlei feminino😍
pra cima brasil💚💛",0
@user @user @user Naquela Época E o Senhor Marcos Assunção Saiu E Foi Pro Santos E o Senhor Hernan Barcos Também Saiu E Foi Pro Grêmio E Deixaram Agente @user Na Mão Na Quela Época Porque O Lixo Em Formato De Gente Hipócrita Invejoso José Ferreira Neto Com A Raiva Ódio E Inveja,1
rt @user meu namorado me trocou por lol,0
passou caralho 🇯🇵 #voleinaglobo,1
rt @user quem ajuda os outros só toma no cu mesmo kk,1
resumindo todas as minhas amigas,0
vsf vsf vsf e bai.,1
Eu fico puta pq Rosamaria era uma promessa de oposta e foi levada para ponta e agora t谩 correndo atr谩s do preju铆zo voltando para sua posi莽茫o inicial,0
"rt @user ""carioca de vdd nunca foi assaltado"" meu pau https://t.co/897ropdfeb",1
"Comprei uma uno pra jogar com as amigas que eu gosto....porém comprei com o tema dos Minions, pois meu lado infantil e meigo falou muito mais alto..meus olhinhos brilharam",0
pessoas que jogam lixo na rua perdem 7 pontos no ranking da amizade,0
"rt @user @user @user primeiro que eu nem iria pensar em fazer isso com a minha coroa, merece porrada um fdp desse",1
"@user @user @user @user @user @user @user e outra que generalizar é escroto
a não ser q esteja falando mal
de homi",0
rt @user eu to muito triste porra vcs sao perfeitos https://t.co/lmmq9g6dqp,0
quem fez esse vídeo tá de para béns,0
"STF COM GARRAS AFIADAS ATACANDO A LAVA JATO
""Moraes determinou a suspensão imediata de procedimentos investigatórios instaurados na Receita Federal que atingiram ministros do STF e outras autoridades"" — https://t.co/FJ9Wh1vvGx",1
rt @user nao devemos desejar o mal ao próximo mas quem envenena/maltrata os bixinhos tem que queima no inferno https://t.co/ph2srd…,1
@user uma hora dessa?,0
"q odio
odeio gnt q agita agita e chega na hr da p tras, vai toma no cu",1
@user @user égua do ódio caralho,1
"querido, engraçado, carinhoso, lindo e ainda cozinha bem pra carai, mas assim como a mega sena, é difícil de ganhar esse bb aqui kkkkkkk",1
"rt @user parabéns, coisinha💖 https://t.co/z9nvt28yvc",0
"faço faço, e no final tomo no cu",1
"eu cortava o pinto com a faca
 https://t.co/0tkrbkoglx",1
@user @user não está feliz vai embora lixo.,1
"rt @user erros de gravação no pornô gay
🎬🎬🎬segunda parte🎬🎬🎬 https://t.co/y3ucow6fj3",1
@user pq vc ta me chamando de feia?,0
"rt @user é um idiota mesmo, puta que o pariu. 😂😂 https://t.co/dlm4gw0mal",1
rt @user mano a moça que trabalha lá em casa kkkkkkkkkkkkkkkkkkkkkkkk https://t.co/uxydzj5wih,0
rt @user limpar o cu com bosta tá aí a moda https://t.co/piipbdoq0q,1
@user @user @user @user lamento mas a @user neste caso só refere LFV e não o Benfica. Porquê misturar? Para toldar a opinião pública através da irracionalidade do futebol? LFV não é o Benfica.,0
tem q ter coragem p ir evento q tem jean puta merda,1
"puta que pariu, que enjôo é esse",0
citronela tem um dos piores cheiros que existe 🤮,0
socorro eu amo cachorros demais pqp,0
@user 4 adolescentes kkk,0
@user melhor casal de pll e quem discorda que discorde na sua casa,0
fui p balada trombei uma piranha chique falei p parça não quero saber de nada e depois da eazy e pau nessa presença vip,1
namoral eu so passo vergonha tomar no meu cu,1
"Minha vontade de comer essa piranha na porrada desde 2016 não sumiu e parece que até hoje ela tá DOIDA pra isso acontecer... Deus segura muito minha mão, papo reto 😡😡😡",1
"o pior tipo de pessoa, é aquela que espera uma hora propícia para jogar coisas na sua cara, pfv, não sejam assim, é muito babaca.",0
sem condições de viver mais uma vez chorando pqp,0
rt @user opa derrubei meu cu https://t.co/va3cyfsvbi,1
caralho pq as pessoas têm preconceito com câncer???? melhor signo me dá licença,1
@user kkkkkkkkkkk cigarro massa da porra,1
@user parecendo um traveco,1
olha o preço do x-tudo + batata + guaravitta pqp 7 conto 7 contooooooooooooooo,1
"@user bolo é o caralho, abre a confeitaria logo kkkkkkkkk",0
"e mano falando as coisas certas q eu precisava ler/ouvir, cmo se ela soubesse exatamente oq eu to passando!! pqp to toda arrepiada porraaa",0
rt @user nike eu te odeio! krl que tênis fdp https://t.co/jw9je1tame,1
"a única foto que tirei em curitiba foi com a galera do beto, que aquele eno desgraçado postou no face",1
pqp que ódio,0
abri minha a capa do celular e veio 70 reais ???? da onde saiu essa grana,0
@user mano que porra é essa? kkkkkkk,0
amigo*,0
"LOONA VAI PRO ISAC OU SEJA 

VAI TER HYUNJIN COMENDO O CU DE TODO MUNDO

VÃO INTERAÇÕES ENTRE OUTRAS GGS

VÁRIAS FOTOS E ZOEIRINHAS DELAS PRA GENTE MATAR A SAUDADE

EU TO FELIZ DEMAISSSSSSSS",1
eu nao to botando fé que essa caralha sempre aparece toda santa vez vai toma no cu pra lá,1
"caralho mano a pamella fica linda de todo jeito
garotaaaaa???? me explica como cê faz p ser tão maravilhosa",0
rt @user esse pessoal da atlética falando que o uniforme novo ficou fino de lindo kkkkkkkk augeeee da mentira,0
eis q seu amigo quase morre no tiroteio,0
polícia fora eixo,0
• ela é uma fotógrafa do caralho!!!!!! não é profissional mas é muito boa e é uma coisa que eu me orgulho muito dela https://t.co/7q19bgcn7v,1
"TAEHY TA FAZENDO BIRRA@user filho da puta, eu amo ele, saco. Não passou nem 10 minutos e eu ja não aguento mais ignorar. 😔😔😔😔😔😔😔😔😔😔😔😔😔",1
"rt @user porra, isso que era fase boa kakkkkkkkkk https://t.co/q8xa7rpcta",0
só te amo ♥️,0
@user @user kkkkkk mano que gato malandro,0
incr铆vel como a @user ainda n茫o falou do s谩 pinto. 馃槂,0
